doi	title	publisher	publicationYear
10.25505/fiz.icsd.cc2gsq99	CSD 2287871: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gs9zk	CSD 2287489: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gs07j	CSD 2287187: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gs06h	CSD 2287186: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2grs23	CSD 2286965: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gr12c	CSD 2286252: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gr109	CSD 2286250: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gr0dn	CSD 2286231: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gqj80	CSD 2285762: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gqj7z	CSD 2285761: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gqj6y	CSD 2285760: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2f6z1p	CSD 2241022: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g4f9c	CSD 2268372: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpssr	CSD 2285065: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpsqp	CSD 2285063: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpsrq	CSD 2285064: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpspn	CSD 2285062: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpsnm	CSD 2285061: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpsml	CSD 2285060: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gppnj	CSD 2284968: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gplf6	CSD 2284868: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gplc4	CSD 2284866: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpl81	CSD 2284863: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gpdyj	CSD 2284698: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gn3r0	CSD 2283452: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gmwww	CSD 2283239: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gmwvv	CSD 2283238: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gmwtt	CSD 2283237: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gmwss	CSD 2283236: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gmwrr	CSD 2283235: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gmd1k	CSD 2282748: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2glm7y	CSD 2282010: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gkfm3	CSD 2280875: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gkfn4	CSD 2280876: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2c72rg	CSD 2181555: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gkb5k	CSD 2280768: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2czvy5	CSD 2204408: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gkb4j	CSD 2280767: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2c72qf	CSD 2181554: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gjh7r	CSD 2279964: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gjh6q	CSD 2279963: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2ghsvm	CSD 2279301: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2ghnpb	CSD 2279172: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2f5mcm	CSD 2239730: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2f1h77	CSD 2235758: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fh9t2	CSD 2249044: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2ggl0k	CSD 2278128: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2ggd6k	CSD 2277948: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gfvh8	CSD 2277430: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2gfzrn	CSD 2277562: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gbcv1	CSD 2274093: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2gbct0	CSD 2274092: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g7z5w	CSD 2271778: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g80rj	CSD 2271827: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g80qh	CSD 2271826: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g80pg	CSD 2271825: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g7vh2	CSD 2271664: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g7vg1	CSD 2271663: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g7txg	CSD 2271646: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g7rp5	CSD 2271577: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g7rn4	CSD 2271576: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g0hyy	CSD 2264610: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g4c88	CSD 2268309: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79lm	CSD 2271140: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79kl	CSD 2271139: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79jk	CSD 2271138: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79hj	CSD 2271137: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79fg	CSD 2271135: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79gh	CSD 2271136: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79df	CSD 2271134: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79bc	CSD 2271132: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g79cd	CSD 2271133: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g7989	CSD 2271130: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g799b	CSD 2271131: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g7967	CSD 2271128: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g7978	CSD 2271129: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g7945	CSD 2271126: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g7956	CSD 2271127: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g7923	CSD 2271124: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g7934	CSD 2271125: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g6t0j	CSD 2270657: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2g6mlx	CSD 2270489: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g6kdn	CSD 2270421: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g6hdl	CSD 2270359: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g6brs	CSD 2270215: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g6bjk	CSD 2270208: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g5ywh	CSD 2269847: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g041p	CSD 2264241: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g03f1	CSD 2264222: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g4wdx	CSD 2268809: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn71d	CSD 2253763: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn73g	CSD 2253765: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn76k	CSD 2253768: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn6y8	CSD 2253760: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fwk1y	CSD 2260800: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g4j38	CSD 2268459: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g4j49	CSD 2268460: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn74h	CSD 2253766: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn77l	CSD 2253769: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn6r2	CSD 2253754: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn6s3	CSD 2253755: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn6x7	CSD 2253759: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn70c	CSD 2253762: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn6v5	CSD 2253757: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fn6w6	CSD 2253758: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g473z	CSD 2268180: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g472y	CSD 2268179: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g3j26	CSD 2267497: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g02wg	CSD 2264205: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g30zl	CSD 2267029: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc28xgvj	CSD 2112738: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g2s4h	CSD 2266786: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g2rgs	CSD 2266765: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g2qbm	CSD 2266730: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g29f9	CSD 2266330: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g1n17	CSD 2265698: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g11k4	CSD 2265125: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g0l03	CSD 2264674: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g0kz1	CSD 2264673: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g044s	CSD 2264244: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fyh1y	CSD 2262660: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fyh2z	CSD 2262661: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fygzv	CSD 2262658: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fyh0x	CSD 2262659: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fygyt	CSD 2262657: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g04j5	CSD 2264256: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2g02zk	CSD 2264208: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fzyt6	CSD 2264079: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fzqbh	CSD 2263847: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fzg85	CSD 2263597: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fzfyt	CSD 2263587: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fzfxs	CSD 2263586: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fzftp	CSD 2263583: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fzbwn	CSD 2263492: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fz81r	CSD 2263404: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fz7k7	CSD 2263389: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fz7l8	CSD 2263390: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2dlvd8	CSD 2222650: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2dlvhc	CSD 2222653: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2dlrlc	CSD 2222563: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fy3xf	CSD 2262315: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fxw9k	CSD 2262079: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fxwbl	CSD 2262080: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fxw8j	CSD 2262078: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fxw7h	CSD 2262077: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fxr04	CSD 2261946: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2f74f8	CSD 2241189: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fx6cy	CSD 2261430: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fx67t	CSD 2261426: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fx69w	CSD 2261428: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fxkfc	CSD 2261773: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fw8qb	CSD 2260542: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fw8p9	CSD 2260541: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fw7cy	CSD 2260500: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fvz1b	CSD 2260242: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fvz09	CSD 2260241: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2d5gnq	CSD 2209793: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fvkc7	CSD 2259849: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fvf3v	CSD 2259717: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsypw	CSD 2258309: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsyqx	CSD 2258310: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsjkb	CSD 2257902: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsjj9	CSD 2257901: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsjh8	CSD 2257900: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsjg7	CSD 2257899: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsd7w	CSD 2257768: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fsd6v	CSD 2257767: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.5517/ccdc.csd.cc2frxvz	CSD 2257322: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2frgpc	CSD 2256883: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2frdby	CSD 2256810: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fqzms	CSD 2256416: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fqzlr	CSD 2256415: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fqzkq	CSD 2256414: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fqzjp	CSD 2256413: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fqzhn	CSD 2256412: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fqzgm	CSD 2256411: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2f7fz3	CSD 2241485: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2f7fx1	CSD 2241483: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2f7fy2	CSD 2241484: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
10.25505/fiz.icsd.cc2fqzfl	CSD 2256410: Experimental Crystal Structure Determination	FIZ Karlsruhe - Leibniz Institute for Information Infrastructure	2023
